state,black_pct,pct_und
FL,16.07066068895277,8.754362416107382
OH,12.407925701715694,7.375
CA,5.788965274654647,7.364166666666667
TX,12.130598591918092,7.318003913894325
GA,31.613498353061132,7.28430566967954
MI,13.791043188515308,6.68997668997669
NY,15.662277934464486,6.488215488215488
IL,14.201255991187905,6.468184471687099
TN,16.75977545385876,6.358441558441559
LA,32.222263194837794,6.3039647577092515
