candidate_id,candidate_name,spender_id,spender_name,election_type,candidate_state,candidate_district,candidate_office,candidate_party,expenditure_amount,expenditure_date,aggregate_amount,support_or_oppose,purpose,payee,file_number,amendment_indicator,transaction_id,image_number,receipt_date,election_year,previous_file_number,dissemination_date
S6MT00162,"TESTER, R. JON",C00881482,1889 PAC,G,MT,0,S,DEMOCRATIC PARTY,140000,1-Aug-24,543429,O,Media Placement/Text Messaging,Apex Strategies LLC,1807333,N,SE.4153,202e15,1-Aug-24,2024,NA,30-Jul-24
S6MT00162,"TESTER, R. JON",C00881482,1889 PAC,G,MT,0,S,DEMOCRATIC PARTY,23571.5,2-Jul-24,47143,O,"Mail Printing, Production, & Postage",Pathfinder Communications,1794189,N,SE.4114,202e15,7-Jul-24,2024,NA,5-Jul-24
S6MT00162,"TESTER, R. JON",C00881482,1889 PAC,G,MT,0,S,DEMOCRATIC PARTY,23571.5,NA,590572,O,"Mail printing, production, & postage",Pathfinder Communications,1808395,N,SE.4156,202e15,7-Aug-24,2024,NA,5-Aug-24
S6MT00162,"TESTER, R. JON",C00881482,1889 PAC,G,MT,0,S,DEMOCRATIC PARTY,23571.5,23-Jul-24,263429,O,"Mail printing, production, & postage",Pathfinder Communications,1806554,N,SE.4135,202e15,27-Jul-24,2024,NA,25-Jul-24
S6MT00162,"TESTER, R. JON",C00881482,1889 PAC,G,MT,0,S,DEMOCRATIC PARTY,23571.5,15-Jul-24,216286,O,"Mail printing, production, & postage",Pathfinder Communications,1802972,N,SE.4127,202e15,17-Jul-24,2024,NA,15-Jul-24
S6MT00162,"TESTER, R. JON",C00881482,1889 PAC,G,MT,0,S,DEMOCRATIC PARTY,61000,15-Jul-24,169143,O,Media Placement & Production,Apex Strategies LLC,1802972,N,SE.4126,202e15,17-Jul-24,2024,NA,15-Jul-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,44.54,NA,745.18,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812629,A2,SE-S1639433,202e15,22-Aug-24,2024,1809071,11-Jul-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,9.12,NA,398.75,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812630,A2,SE-S1633235,202e15,22-Aug-24,2024,1809072,4-Jul-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,33.4,NA,1903.49,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812641,A2,SE-S1597057,202e15,22-Aug-24,2024,1809084,14-Mar-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,35.15,NA,1903.49,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812641,A2,SE-S1597049,202e15,22-Aug-24,2024,1809084,14-Mar-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,49.22,NA,3985.56,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812637,A2,SE-S1601519,202e15,22-Aug-24,2024,1809080,11-Apr-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,66.79,NA,3985.56,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812637,A2,SE-S1601523,202e15,22-Aug-24,2024,1809080,11-Apr-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,70.31,NA,3985.56,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812637,A2,SE-S1601515,202e15,22-Aug-24,2024,1809080,11-Apr-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,130.07,NA,3985.56,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812637,A2,SE-S1601527,202e15,22-Aug-24,2024,1809080,11-Apr-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,113.75,NA,3673.17,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812638,A2,SE-S1597785,202e15,22-Aug-24,2024,1809081,4-Apr-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,154.38,NA,3673.17,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812638,A2,SE-S1597789,202e15,22-Aug-24,2024,1809081,4-Apr-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,25.79,NA,2531.65,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1814096,N,SE-S1663319,202e15,5-Sep-24,2024,NA,5-Sep-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,35.01,NA,2531.65,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1814096,N,SE-S1663323,202e15,5-Sep-24,2024,NA,5-Sep-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,36.85,NA,2531.65,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1814096,N,SE-S1663315,202e15,5-Sep-24,2024,NA,5-Sep-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,68.17,NA,2531.65,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1814096,N,SE-S1663327,202e15,5-Sep-24,2024,NA,5-Sep-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,11.51,NA,122.84,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812634,A2,SE-S1621997,202e15,22-Aug-24,2024,1809077,6-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,16.55,NA,1856.09,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1813354,N,SE-S1662049,202e15,29-Aug-24,2024,NA,29-Aug-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,0.13,NA,1861.5,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812642,A2,SE-S1587385,202e15,22-Aug-24,2024,1809085,7-Mar-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,0.13,NA,1861.5,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812642,A2,SE-S1587277,202e15,22-Aug-24,2024,1809085,7-Mar-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,0.13,NA,1861.5,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812642,A2,SE-S1587285,202e15,22-Aug-24,2024,1809085,7-Mar-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,0.13,NA,1861.5,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812642,A2,SE-S1587281,202e15,22-Aug-24,2024,1809085,7-Mar-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,40.12,NA,2531.65,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1816499,N,SE-S1674215,202e15,19-Sep-24,2024,NA,19-Sep-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,41.95,NA,2531.65,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1816499,N,SE-S1674219,202e15,19-Sep-24,2024,NA,19-Sep-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,82.07,NA,2531.65,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1816499,N,SE-S1674223,202e15,19-Sep-24,2024,NA,19-Sep-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,13.03,NA,398.75,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812630,A2,SE-S1633231,202e15,22-Aug-24,2024,1809072,4-Jul-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,24.1,NA,398.75,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812630,A2,SE-S1633243,202e15,22-Aug-24,2024,1809072,4-Jul-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,8.38,NA,290.41,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812631,A2,SE-S1633023,202e15,22-Aug-24,2024,1809074,27-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,11.37,NA,290.41,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812631,A2,SE-S1633027,202e15,22-Aug-24,2024,1809074,27-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,11.97,NA,290.41,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812631,A2,SE-S1633019,202e15,22-Aug-24,2024,1809074,27-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,22.15,NA,290.41,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812631,A2,SE-S1633031,202e15,22-Aug-24,2024,1809074,27-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,8.57,NA,231.79,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812632,A2,SE-S1632879,202e15,22-Aug-24,2024,1809075,20-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,11.63,NA,231.79,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812632,A2,SE-S1632883,202e15,22-Aug-24,2024,1809075,20-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,12.24,NA,231.79,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812632,A2,SE-S1632875,202e15,22-Aug-24,2024,1809075,20-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,22.64,NA,231.79,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812632,A2,SE-S1632887,202e15,22-Aug-24,2024,1809075,20-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,154.38,NA,3673.17,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1809081,A1,SE-S1597789,202e15,9-Aug-24,2024,1767633,4-Apr-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,162.5,NA,3673.17,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1809081,A1,SE-S1597781,202e15,9-Aug-24,2024,1767633,4-Apr-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,300.63,NA,3673.17,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1809081,A1,SE-S1597793,202e15,9-Aug-24,2024,1767633,4-Apr-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,121.96,NA,322.32,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1807414,N,SE-S1647023,202e15,1-Aug-24,2024,NA,1-Aug-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,165.52,NA,322.32,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1807414,N,SE-S1647027,202e15,1-Aug-24,2024,NA,1-Aug-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,174.23,NA,322.32,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1807414,N,SE-S1647019,202e15,1-Aug-24,2024,NA,1-Aug-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,322.32,NA,322.32,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1807414,N,SE-S1647031,202e15,1-Aug-24,2024,NA,1-Aug-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,12.37,NA,398.75,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812630,A2,SE-S1633239,202e15,22-Aug-24,2024,1809072,4-Jul-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,37.08,NA,1856.09,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812626,N,SE-S1661629,202e15,22-Aug-24,2024,NA,22-Aug-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,68.59,NA,1856.09,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812626,N,SE-S1661641,202e15,22-Aug-24,2024,NA,22-Aug-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,65.38,NA,1856.09,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812627,A2,SE-S1646815,202e15,22-Aug-24,2024,1809069,25-Jul-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,88.72,NA,1856.09,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812627,A2,SE-S1646819,202e15,22-Aug-24,2024,1809069,25-Jul-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,93.39,NA,1856.09,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812627,A2,SE-S1646811,202e15,22-Aug-24,2024,1809069,25-Jul-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,30.75,NA,1856.09,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1810203,N,SE-S1660299,202e15,15-Aug-24,2024,NA,15-Aug-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,41.74,NA,1856.09,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1810203,N,SE-S1660303,202e15,15-Aug-24,2024,NA,15-Aug-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,43.93,NA,1856.09,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1810203,N,SE-S1660295,202e15,15-Aug-24,2024,NA,15-Aug-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,81.28,NA,1856.09,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1810203,N,SE-S1660307,202e15,15-Aug-24,2024,NA,15-Aug-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,25.95,NA,1856.09,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812626,N,SE-S1661633,202e15,22-Aug-24,2024,NA,22-Aug-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,35.22,NA,1856.09,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812626,N,SE-S1661637,202e15,22-Aug-24,2024,NA,22-Aug-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,15.61,NA,122.84,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812634,A2,SE-S1622001,202e15,22-Aug-24,2024,1809077,6-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,16.44,NA,122.84,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812634,A2,SE-S1621993,202e15,22-Aug-24,2024,1809077,6-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,30.41,NA,122.84,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812634,A2,SE-S1622005,202e15,22-Aug-24,2024,1809077,6-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,37.49,NA,4353.21,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812635,A2,SE-S1608609,202e15,22-Aug-24,2024,1809078,25-Apr-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,50.87,NA,4353.21,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812635,A2,SE-S1608613,202e15,22-Aug-24,2024,1809078,25-Apr-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,53.55,NA,4353.21,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812635,A2,SE-S1608605,202e15,22-Aug-24,2024,1809078,25-Apr-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,99.07,NA,4353.21,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812635,A2,SE-S1608617,202e15,22-Aug-24,2024,1809078,25-Apr-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,49.98,NA,4226.54,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812636,A2,SE-S1608497,202e15,22-Aug-24,2024,1809079,18-Apr-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,68.73,NA,4226.54,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812636,A2,SE-S1608493,202e15,22-Aug-24,2024,1809079,18-Apr-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,71.85,NA,4226.54,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812636,A2,SE-S1608501,202e15,22-Aug-24,2024,1809079,18-Apr-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,121.83,NA,4226.54,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812636,A2,SE-S1608505,202e15,22-Aug-24,2024,1809079,18-Apr-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,11.09,NA,2625.52,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1809083,A1,SE-S1597545,202e15,9-Aug-24,2024,1766028,21-Mar-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,15.05,NA,2625.52,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1809083,A1,SE-S1597549,202e15,9-Aug-24,2024,1766028,21-Mar-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,15.85,NA,2625.52,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1809083,A1,SE-S1597541,202e15,9-Aug-24,2024,1766028,21-Mar-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,29.32,NA,2625.52,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1809083,A1,SE-S1597553,202e15,9-Aug-24,2024,1766028,21-Mar-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,15.63,NA,4226.54,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1786537,N,SE-S1621813,202e15,30-May-24,2024,NA,30-May-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,11.51,NA,4226.54,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1787582,N,SE-S1621997,202e15,6-Jun-24,2024,NA,6-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,15.61,NA,4226.54,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1787582,N,SE-S1622001,202e15,6-Jun-24,2024,NA,6-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,P,MT,0,S,DEMOCRATIC PARTY,16.44,NA,4226.54,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1787582,N,SE-S1621993,202e15,6-Jun-24,2024,NA,6-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,19.11,NA,177.92,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812633,A2,SE-S1625595,202e15,22-Aug-24,2024,1809076,13-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,25.93,NA,177.92,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812633,A2,SE-S1625599,202e15,22-Aug-24,2024,1809076,13-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,27.3,NA,177.92,S,LEADS / PHONE LISTS(ESTIMATE),CLOUD DATA SERVICES,1812633,A2,SE-S1625591,202e15,22-Aug-24,2024,1809076,13-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,50.5,NA,177.92,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812633,A2,SE-S1625603,202e15,22-Aug-24,2024,1809076,13-Jun-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,172.78,NA,1856.09,S,PHONEBANK IT/TECH SUPPORT(ESTIMATE),WIRED4DATA,1812627,A2,SE-S1646823,202e15,22-Aug-24,2024,1809069,25-Jul-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,84.68,NA,1072.06,S,CAGING AND DATABASE SERVICES(ESTIMATE),STANDARD DATA SERVICES LLC,1812628,A2,SE-S1646667,202e15,22-Aug-24,2024,1809070,18-Jul-24
S6MT00162,"TESTER, R. JON",C00809467,AMERICAN POLICE AND TROOPERS COALITION PAC,G,MT,0,S,DEMOCRATIC PARTY,88.53,NA,1072.06,S,PHONEBANK PAYROLL SERVICES(ESTIMATE),LAV SERVICES LLC,1812628,A2,SE-S1646671,202e15,22-Aug-24,2024,1809070,18-Jul-24
